Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,1.4821,0.64335,0.30732,0,0,0,1003.3,231.93,6.772E-14,3.5436E-13,231.61,3.3462E-15,431.82,0,0,0,0,0,0,package://2_Sloped_KRails/meshes/base_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://2_Sloped_KRails/meshes/base_link.STL,,Assem3^2_Sloped_KRails-1;Assem2^2_Sloped_KRails-1;LongWall-1;ShortWall-1;ShortWall-2;ShortWall-4;ShortWall-5;ShortWall-14;ShortWall-15;ShortWall-16;ShortWall-17;LongWall-4;Assem2^2_Sloped_KRails-5;Assem3^2_Sloped_KRails-7,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
