Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,1.4821,0.68233,0.1453,0,0,0,1003.3,231.93,-6.8336E-13,7.1145E-15,218.67,1.6382E-15,444.77,0,0,0,0,0,0,package://1_Flat_KRails/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://1_Flat_KRails/meshes/base_link.STL,,ShortWall-2;ShortWall-5;ShortWall-14;ShortWall-16;ShortWall-17;Assem3^1_Flat_KRails-7;KRails-1;Subfloor_w_tiltLegsFLAT-1;ShortWall-18;ShortWall-1;LongWall-5;KRails-2;Subfloor_w_tiltLegsFLAT-2;ShortWall-19;LongWall-6;Assem3^1_Flat_KRails-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
